[by ]	4482	0.0849539406345957
[frank ]	18	3.41180484476288E-4
[kane]	1	1.8954471359793775E-5
[it ]	6067	0.11499677773986884
[seems ]	160	0.003032715417567004
[that ]	7736	0.14663179043936464
[roland ]	3	5.6863414079381326E-5
[franklin]	2	3.790894271958755E-5
[the ]	48267	0.9148754691231662
[latest ]	52	9.856325107092763E-4
[unbundler ]	1	1.8954471359793775E-5
[to ]	19737	0.3741044012282497
[appear ]	89	0.001686947951021646
[in ]	15308	0.29015504757572314
[uk]	71	0.001345767466545358
[has ]	2163	0.04099852155123394
[made ]	631	0.011960271428029872
[a ]	16478	0.3123317790666818
[fatal ]	8	1.516357708783502E-4
[error ]	73	0.0013836764092649456
[preparation ]	12	2.274536563175253E-4
[of ]	24644	0.4671139921907578
[his ]	3441	0.06522233594905039
[�697m ]	1	1.8954471359793775E-5
[break-up ]	6	1.1372682815876265E-4
[bid ]	81	0.0015353121801432957
[for ]	6649	0.12602828007126882
[stationery ]	1	1.8954471359793775E-5
[and ]	19924	0.37764888737253116
[packaging ]	5	9.477235679896888E-5
[group ]	358	0.006785700746806172
[drg]	3	5.6863414079381326E-5
[he ]	5436	0.10303650631183896
[not ]	3455	0.06548769854808749
[properly ]	26	4.928162553546381E-4
[investigated ]	20	3.790894271958755E-4
[target]	11	2.0849918495773154E-4
['s ]	5912	0.1120588346791008
[dining ]	14	2.653625990371129E-4
[facilities]	9	1.70590242238144E-4
[63-year-old ]	1	1.8954471359793775E-5
[head ]	279	0.005288297509382463
[pembridge ]	2	3.790894271958755E-5
[investments]	3	5.6863414079381326E-5
[through ]	521	0.009875279578452557
[which ]	3019	0.05722354903521741
[is ]	7830	0.14841351074718526
[being ]	610	0.011562227529474204
[mounted ]	18	3.41180484476288E-4
[says]	48	9.098146252701012E-4
[rule ]	46	8.719056825505137E-4
[number ]	439	0.008321012926949468
[one ]	1816	0.034421319989385496
[this ]	3878	0.07350543993328026
[business ]	235	0.0044543007695515375
[is]	335	0.006349747905530914
[more ]	1773	0.03360627772091437
[luxurious ]	2	3.790894271958755E-5
[luncheon ]	1	1.8954471359793775E-5
[rooms ]	11	2.0849918495773154E-4
[at ]	3741	0.07090867735698851
[headquarters]	8	1.516357708783502E-4
[inefficient ]	3	5.6863414079381326E-5
[business]	92	0.0017438113651010274
[if ]	1778	0.03370105007771333
[had ]	3596	0.06816027900981841
[taken ]	313	0.0059327495356154515
[own ]	425	0.008055650327912355
[seriously]	10	1.8954471359793775E-4
[would ]	1823	0.034554001288904054
[have ]	3258	0.06175366769020812
[found ]	360	0.006823609689525759
[out ]	1334	0.025285264793964896
[drg ]	4	7.58178854391751E-5
[very ]	776	0.014708669775199969
[modest ]	20	3.790894271958755E-4
[self-service ]	3	5.6863414079381326E-5
[canteen ]	2	3.790894271958755E-5
[its ]	1408	0.026687895674589637
[bristol ]	11	2.0849918495773154E-4
[office]	49	9.28769096629895E-4
[there ]	2030	0.03847757686038136
[are ]	3653	0.06924068387732667
[other ]	1056	0.020015921755942228
[things ]	197	0.0037340308578793736
[has]	51	9.666780393494826E-4
[on ]	5352	0.10144433071761629
[admission]	16	3.032715417567004E-4
[fully ]	54	0.0010235414534288639
[investigated]	5	9.477235679896888E-5
[like ]	1052	0.019940103870503052
[value ]	87	0.0016490390083020584
[properties]	4	7.58178854391751E-5
[or ]	2706	0.051290799499601955
[part ]	313	0.0059327495356154515
[keep ]	143	0.00271048940445051
[after ]	830	0.015732211228628834
[break ]	71	0.001345767466545358
[up]	274	0.0051935251525834945
[when ]	1528	0.028962432237764887
[was ]	6415	0.12159293377307707
[launched ]	33	6.254975548731946E-4
[last ]	746	0.014140035634406157
[week]	121	0.0022934910345350466
[mr ]	809	0.015334167330073164
[franklin ]	4	7.58178854391751E-5
[faced ]	41	7.771333257515448E-4
[some ]	1213	0.02299177375942985
[criticism ]	37	7.013154403123697E-4
[from ]	3334	0.06319420751355245
[city ]	160	0.003032715417567004
[commentators ]	5	9.477235679896888E-5
[both ]	544	0.010311232419727813
[those ]	819	0.015523712043671102
[counts]	10	1.8954471359793775E-4
[regards ]	11	2.0849918495773154E-4
[charges ]	29	5.496796694340195E-4
[as ]	5447	0.10324500549679669
[unfounded]	2	3.790894271958755E-5
[property]	44	8.339967398309262E-4
[blunt]	1	1.8954471359793775E-5
[i ]	3475	0.06586678797528336
[do ]	1113	0.02109632662345047
[regard ]	52	9.856325107092763E-4
[property ]	87	0.0016490390083020584
[profits ]	271	0.005136661738504113
[earnings]	8	1.516357708783502E-4
[we ]	1386	0.026270897304674173
[nearly ]	100	0.0018954471359793775
[�700m ]	2	3.790894271958755E-5
[company ]	198	0.0037529853292391675
[with ]	4761	0.09024223814397817
